trade_no,entry_time,exit_time,direction,entry_price,exit_price,ideal_exit,pnl_pct,pnl_usd,fee_usd,slip_usd,equity,leverage_pnl,cum_pnl,return_pct,dd_pct,month
652,2025-09-16 05:00:00,2025-09-16 05:00:00,SHORT,4514.09,4529.56,4528.66,-0.343,-235.18,44.51,0.91,18311.79,-1.03%,17625.54,2568.58,24.85,2025-09
653,2025-09-16 06:15:00,2025-09-16 06:15:00,LONG,4529.56,4524.88,4525.78,-0.103,-100.74,43.95,0.91,18211.05,-0.31%,17524.8,2553.9,25.27,2025-09
654,2025-09-16 08:00:00,2025-09-16 08:00:00,SHORT,4524.88,4520.59,4519.69,0.095,8.04,43.71,0.9,18219.08,0.28%,17532.84,2555.07,25.24,2025-09
655,2025-09-16 08:15:00,2025-09-16 08:15:00,LONG,4520.59,4518.93,4519.84,-0.037,-63.8,43.73,0.9,18155.29,-0.11%,17469.04,2545.77,25.5,2025-09
656,2025-09-16 17:00:00,2025-09-16 17:00:00,SHORT,4518.93,4478.65,4477.75,0.892,442.02,43.57,0.9,18597.31,2.67%,17911.06,2610.19,23.68,2025-09
657,2025-09-16 17:45:00,2025-09-16 17:45:00,LONG,4478.65,4476.94,4477.83,-0.038,-65.91,44.63,0.9,18531.4,-0.11%,17845.15,2600.58,23.95,2025-09
658,2025-09-16 19:45:00,2025-09-16 19:45:00,SHORT,4476.94,4492.44,4491.54,-0.346,-236.96,44.48,0.9,18294.44,-1.04%,17608.19,2566.05,24.93,2025-09
659,2025-09-17 04:15:00,2025-09-17 04:15:00,LONG,4492.44,4490.24,4491.14,-0.049,-70.77,43.91,0.9,18223.68,-0.15%,17537.42,2555.74,25.22,2025-09
660,2025-09-17 05:45:00,2025-09-17 05:45:00,SHORT,4490.24,4500.31,4499.41,-0.224,-166.4,43.74,0.9,18057.28,-0.67%,17371.02,2531.49,25.9,2025-09
661,2025-09-17 08:30:00,2025-09-17 08:30:00,LONG,4500.31,4499.59,4500.49,-0.016,-52.1,43.34,0.9,18005.18,-0.05%,17318.92,2523.9,26.11,2025-09
662,2025-09-17 08:45:00,2025-09-17 08:45:00,SHORT,4499.59,4514.15,4513.25,-0.324,-218.06,43.21,0.9,17787.12,-0.97%,17100.86,2492.12,27.01,2025-09
663,2025-09-17 09:45:00,2025-09-17 09:45:00,LONG,4514.15,4495.06,4495.96,-0.423,-268.32,42.69,0.9,17518.79,-1.27%,16832.54,2453.02,28.11,2025-09
664,2025-09-17 12:15:00,2025-09-17 12:15:00,SHORT,4495.06,4497.86,4496.96,-0.062,-74.74,42.05,0.9,17444.05,-0.19%,16757.8,2442.12,28.42,2025-09
665,2025-09-17 12:30:00,2025-09-17 12:30:00,LONG,4497.86,4497.26,4498.16,-0.013,-48.79,41.87,0.9,17395.26,-0.04%,16709.01,2435.01,28.62,2025-09
666,2025-09-17 17:30:00,2025-09-17 17:30:00,SHORT,4497.26,4492.21,4491.31,0.112,16.94,41.75,0.9,17412.2,0.34%,16725.95,2437.48,28.55,2025-09
667,2025-09-17 18:30:00,2025-09-17 18:30:00,LONG,4492.21,4446.78,4447.67,-1.011,-569.99,41.79,0.89,16842.21,-3.03%,16155.96,2354.42,30.89,2025-09
668,2025-09-17 22:00:00,2025-09-17 22:00:00,SHORT,4446.78,4544.1,4543.19,-2.188,-1146.16,40.42,0.91,15696.06,-6.57%,15009.8,2187.39,35.59,2025-09
669,2025-09-18 06:00:00,2025-09-18 06:00:00,LONG,4544.1,4581.01,4581.92,0.812,344.79,37.67,0.92,16040.85,2.44%,15354.59,2237.63,34.17,2025-09
670,2025-09-18 08:00:00,2025-09-18 08:00:00,SHORT,4581.01,4582.53,4581.62,-0.033,-54.54,38.5,0.92,15986.31,-0.1%,15300.05,2229.69,34.4,2025-09
671,2025-09-18 10:15:00,2025-09-18 10:15:00,LONG,4582.53,4577.7,4578.62,-0.105,-88.93,38.37,0.92,15897.38,-0.32%,15211.12,2216.73,34.76,2025-09
672,2025-09-18 11:00:00,2025-09-18 11:00:00,SHORT,4577.7,4583.91,4583.0,-0.136,-102.86,38.15,0.92,15794.52,-0.41%,15108.26,2201.74,35.18,2025-09
673,2025-09-18 11:30:00,2025-09-18 11:30:00,LONG,4583.91,4574.73,4575.64,-0.2,-132.84,37.91,0.92,15661.68,-0.6%,14975.42,2182.38,35.73,2025-09
674,2025-09-18 13:00:00,2025-09-18 13:00:00,SHORT,4574.73,4581.16,4580.25,-0.141,-103.67,37.59,0.92,15558.02,-0.42%,14871.75,2167.27,36.16,2025-09
675,2025-09-18 13:30:00,2025-09-18 13:30:00,LONG,4581.16,4574.24,4575.15,-0.151,-107.89,37.34,0.92,15450.13,-0.45%,14763.86,2151.55,36.6,2025-09
676,2025-09-18 14:00:00,2025-09-18 14:00:00,SHORT,4574.24,4604.45,4603.53,-0.66,-343.19,37.08,0.92,15106.93,-1.98%,14420.67,2101.53,38.01,2025-09
677,2025-09-18 19:15:00,2025-09-18 19:15:00,LONG,4604.45,4597.01,4597.92,-0.162,-109.5,36.26,0.92,14997.44,-0.48%,14311.17,2085.58,38.46,2025-09
678,2025-09-18 20:30:00,2025-09-18 20:30:00,SHORT,4597.01,4602.2,4601.28,-0.113,-86.82,35.99,0.92,14910.61,-0.34%,14224.35,2072.92,38.81,2025-09
679,2025-09-18 21:00:00,2025-09-18 21:00:00,LONG,4602.2,4597.13,4598.05,-0.11,-85.03,35.79,0.92,14825.59,-0.33%,14139.32,2060.53,39.16,2025-09
680,2025-09-18 22:15:00,2025-09-18 22:15:00,SHORT,4597.13,4595.02,4594.1,0.046,-15.11,35.58,0.92,14810.48,0.14%,14124.21,2058.33,39.22,2025-09
681,2025-09-18 22:45:00,2025-09-18 22:45:00,LONG,4595.02,4592.85,4593.77,-0.047,-56.47,35.55,0.92,14754.01,-0.14%,14067.74,2050.1,39.45,2025-09
682,2025-09-19 00:15:00,2025-09-19 00:15:00,SHORT,4592.85,4598.61,4597.69,-0.125,-90.91,35.41,0.92,14663.09,-0.38%,13976.83,2036.85,39.83,2025-09
683,2025-09-19 03:15:00,2025-09-19 03:15:00,LONG,4598.61,4587.02,4587.94,-0.252,-146.09,35.19,0.92,14517.0,-0.76%,13830.74,2015.56,40.43,2025-09
684,2025-09-20 05:30:00,2025-09-20 05:30:00,SHORT,4587.02,4481.68,4480.78,2.296,965.29,34.84,0.9,15482.29,6.89%,14796.03,2156.24,36.47,2025-09
685,2025-09-20 06:00:00,2025-09-20 06:00:00,LONG,4481.68,4472.53,4473.43,-0.204,-131.96,37.16,0.89,15350.32,-0.61%,14664.07,2137.0,37.01,2025-09
686,2025-09-20 07:30:00,2025-09-20 07:30:00,SHORT,4472.53,4474.7,4473.81,-0.048,-59.17,36.84,0.89,15291.15,-0.15%,14604.9,2128.38,37.25,2025-09
687,2025-09-20 08:45:00,2025-09-20 08:45:00,LONG,4474.7,4472.02,4472.91,-0.06,-64.2,36.7,0.89,15226.95,-0.18%,14540.7,2119.03,37.51,2025-09
688,2025-09-20 14:30:00,2025-09-20 14:30:00,SHORT,4472.02,4471.16,4470.27,0.019,-27.82,36.54,0.89,15199.13,0.06%,14512.88,2114.97,37.63,2025-09
689,2025-09-20 18:45:00,2025-09-20 18:45:00,LONG,4471.16,4476.32,4477.21,0.115,16.07,36.48,0.9,15215.19,0.35%,14528.95,2117.31,37.56,2025-09
690,2025-09-20 19:15:00,2025-09-20 19:15:00,SHORT,4476.32,4484.59,4483.7,-0.185,-120.91,36.52,0.9,15094.28,-0.55%,14408.04,2099.69,38.06,2025-09
691,2025-09-20 23:15:00,2025-09-20 23:15:00,LONG,4484.59,4484.17,4485.06,-0.009,-40.52,36.23,0.9,15053.77,-0.03%,14367.52,2093.79,38.22,2025-09
692,2025-09-21 00:45:00,2025-09-21 00:45:00,SHORT,4484.17,4488.57,4487.68,-0.098,-80.51,36.13,0.9,14973.26,-0.29%,14287.01,2082.05,38.55,2025-09
693,2025-09-21 01:30:00,2025-09-21 01:30:00,LONG,4488.57,4479.72,4480.61,-0.197,-124.56,35.94,0.9,14848.69,-0.59%,14162.45,2063.9,39.07,2025-09
694,2025-09-21 02:00:00,2025-09-21 02:00:00,SHORT,4479.72,4486.09,4485.2,-0.142,-99.04,35.64,0.9,14749.65,-0.43%,14063.41,2049.47,39.47,2025-09
695,2025-09-21 02:15:00,2025-09-21 02:15:00,LONG,4486.09,4481.43,4482.32,-0.104,-81.46,35.4,0.9,14668.19,-0.31%,13981.95,2037.6,39.81,2025-09
696,2025-09-21 06:00:00,2025-09-21 06:00:00,SHORT,4481.43,4481.32,4480.42,0.002,-34.14,35.2,0.9,14634.05,0.01%,13947.81,2032.62,39.95,2025-09
697,2025-09-21 08:00:00,2025-09-21 08:00:00,LONG,4481.32,4473.23,4474.12,-0.181,-114.39,35.12,0.89,14519.66,-0.54%,13833.42,2015.95,40.42,2025-09
698,2025-09-21 13:45:00,2025-09-21 13:45:00,SHORT,4473.23,4477.15,4476.25,-0.088,-73.02,34.85,0.9,14446.64,-0.26%,13760.4,2005.31,40.72,2025-09
699,2025-09-21 16:30:00,2025-09-21 16:30:00,LONG,4477.15,4477.98,4478.88,0.019,-26.59,34.67,0.9,14420.05,0.06%,13733.81,2001.44,40.82,2025-09
700,2025-09-21 17:45:00,2025-09-21 17:45:00,SHORT,4477.98,4482.98,4482.08,-0.112,-82.88,34.61,0.9,14337.17,-0.33%,13650.93,1989.36,41.17,2025-09
701,2025-09-21 21:15:00,2025-09-21 21:15:00,LONG,4482.98,4469.11,4470.01,-0.309,-167.44,34.41,0.89,14169.72,-0.93%,13483.49,1964.95,41.85,2025-09
702,2025-09-22 23:00:00,2025-09-22 23:00:00,SHORT,4469.11,4198.46,4197.62,6.056,2540.34,34.01,0.84,16710.06,18.17%,16023.83,2335.16,31.43,2025-09
703,2025-09-23 01:00:00,2025-09-23 01:00:00,LONG,4198.46,4182.42,4183.26,-0.382,-231.66,40.1,0.84,16478.41,-1.15%,15792.17,2301.4,32.38,2025-09
704,2025-09-23 01:15:00,2025-09-23 01:15:00,SHORT,4182.42,4187.54,4186.7,-0.122,-100.06,39.55,0.84,16378.35,-0.37%,15692.11,2286.82,32.79,2025-09
705,2025-09-23 01:30:00,2025-09-23 01:30:00,LONG,4187.54,4186.01,4186.84,-0.037,-57.31,39.31,0.84,16321.04,-0.11%,15634.8,2278.47,33.02,2025-09
706,2025-09-23 06:00:00,2025-09-23 06:00:00,SHORT,4186.01,4193.63,4192.79,-0.182,-128.33,39.17,0.84,16192.7,-0.55%,15506.47,2259.76,33.55,2025-09
707,2025-09-23 11:00:00,2025-09-23 11:00:00,LONG,4193.63,4185.9,4186.74,-0.184,-128.39,38.86,0.84,16064.32,-0.55%,15378.08,2241.06,34.08,2025-09
708,2025-09-23 12:30:00,2025-09-23 12:30:00,SHORT,4185.9,4194.93,4194.09,-0.216,-142.51,38.55,0.84,15921.8,-0.65%,15235.57,2220.29,34.66,2025-09
709,2025-09-23 14:15:00,2025-09-23 14:15:00,LONG,4194.93,4183.57,4184.41,-0.271,-167.54,38.21,0.84,15754.27,-0.81%,15068.03,2195.87,35.35,2025-09
710,2025-09-23 15:15:00,2025-09-23 15:15:00,SHORT,4183.57,4201.67,4200.83,-0.432,-242.22,37.81,0.84,15512.05,-1.3%,14825.81,2160.57,36.34,2025-09
711,2025-09-23 16:00:00,2025-09-23 16:00:00,LONG,4201.67,4165.17,4166.0,-0.869,-441.48,37.23,0.83,15070.57,-2.61%,14384.33,2096.24,38.16,2025-09
712,2025-09-23 16:45:00,2025-09-23 16:45:00,SHORT,4165.17,4187.2,4186.36,-0.529,-275.36,36.17,0.84,14795.2,-1.59%,14108.97,2056.11,39.29,2025-09
713,2025-09-23 17:00:00,2025-09-23 17:00:00,LONG,4187.2,4174.8,4175.64,-0.296,-166.94,35.51,0.84,14628.27,-0.89%,13942.03,2031.78,39.97,2025-09
714,2025-09-23 21:30:00,2025-09-23 21:30:00,SHORT,4174.8,4188.02,4187.19,-0.317,-174.07,35.11,0.84,14454.2,-0.95%,13767.96,2006.41,40.68,2025-09
715,2025-09-23 22:15:00,2025-09-23 22:15:00,LONG,4188.02,4168.96,4169.8,-0.455,-232.02,34.69,0.83,14222.17,-1.37%,13535.94,1972.6,41.64,2025-09
716,2025-09-23 22:30:00,2025-09-23 22:30:00,SHORT,4168.96,4179.52,4178.68,-0.253,-142.16,34.13,0.84,14080.01,-0.76%,13393.78,1951.88,42.22,2025-09
717,2025-09-23 23:15:00,2025-09-23 23:15:00,LONG,4179.52,4172.15,4172.98,-0.176,-108.27,33.79,0.83,13971.74,-0.53%,13285.51,1936.1,42.66,2025-09
718,2025-09-24 00:15:00,2025-09-24 00:15:00,SHORT,4172.15,4182.18,4181.34,-0.24,-134.25,33.53,0.84,13837.49,-0.72%,13151.26,1916.54,43.22,2025-09
719,2025-09-24 02:00:00,2025-09-24 02:00:00,LONG,4182.18,4180.79,4181.63,-0.033,-46.96,33.21,0.84,13790.53,-0.1%,13104.3,1909.7,43.41,2025-09
720,2025-09-24 06:45:00,2025-09-24 06:45:00,SHORT,4180.79,4183.89,4183.05,-0.074,-63.77,33.1,0.84,13726.76,-0.22%,13040.53,1900.4,43.67,2025-09
721,2025-09-24 10:15:00,2025-09-24 10:15:00,LONG,4183.89,4174.47,4175.31,-0.225,-125.61,32.94,0.84,13601.15,-0.68%,12914.92,1882.1,44.19,2025-09
722,2025-09-24 10:30:00,2025-09-24 10:30:00,SHORT,4174.47,4174.97,4174.14,-0.012,-37.53,32.64,0.83,13563.61,-0.04%,12877.39,1876.63,44.34,2025-09
723,2025-09-24 13:30:00,2025-09-24 13:30:00,LONG,4174.97,4167.49,4168.33,-0.179,-105.46,32.55,0.83,13458.15,-0.54%,12771.93,1861.26,44.77,2025-09
724,2025-09-24 14:45:00,2025-09-24 14:45:00,SHORT,4167.49,4197.16,4196.32,-0.712,-319.66,32.3,0.84,13138.5,-2.14%,12452.27,1814.68,46.08,2025-09
725,2025-09-24 15:45:00,2025-09-24 15:45:00,LONG,4197.16,4180.19,4181.03,-0.404,-190.81,31.53,0.84,12947.68,-1.21%,12261.46,1786.87,46.87,2025-09
726,2025-09-24 17:00:00,2025-09-24 17:00:00,SHORT,4180.19,4185.25,4184.41,-0.121,-78.02,31.07,0.84,12869.66,-0.36%,12183.44,1775.5,47.19,2025-09
727,2025-09-24 18:00:00,2025-09-24 18:00:00,LONG,4185.25,4174.59,4175.43,-0.255,-129.2,30.89,0.84,12740.46,-0.76%,12054.24,1756.67,47.72,2025-09
728,2025-09-26 00:45:00,2025-09-26 00:45:00,SHORT,4174.59,3895.59,3894.81,6.683,2523.89,30.58,0.78,15264.35,20.05%,14578.13,2124.48,37.36,2025-09
729,2025-09-26 05:45:00,2025-09-26 05:45:00,LONG,3895.59,3932.98,3933.76,0.96,402.86,36.63,0.79,15667.21,2.88%,14980.99,2183.18,35.71,2025-09
730,2025-09-26 12:30:00,2025-09-26 12:30:00,SHORT,3932.98,3920.58,3919.8,0.315,110.49,37.6,0.78,15777.69,0.95%,15091.48,2199.28,35.25,2025-09
731,2025-09-27 07:30:00,2025-09-27 07:30:00,LONG,3920.58,4009.82,4010.62,2.276,1039.45,37.87,0.8,16817.14,6.83%,16130.93,2350.76,30.99,2025-09
732,2025-09-27 10:30:00,2025-09-27 10:30:00,SHORT,4009.82,3997.3,3996.5,0.312,117.18,40.36,0.8,16934.32,0.94%,16248.11,2367.84,30.51,2025-09
733,2025-09-27 11:30:00,2025-09-27 11:30:00,LONG,3997.3,4003.08,4003.88,0.145,32.82,40.64,0.8,16967.14,0.43%,16280.93,2372.62,30.37,2025-09
734,2025-09-27 12:30:00,2025-09-27 12:30:00,SHORT,4003.08,4003.84,4003.04,-0.019,-50.47,40.72,0.8,16916.67,-0.06%,16230.46,2365.27,30.58,2025-09
735,2025-09-27 15:00:00,2025-09-27 15:00:00,LONG,4003.84,4008.2,4009.0,0.109,14.6,40.6,0.8,16931.27,0.33%,16245.06,2367.4,30.52,2025-09
736,2025-09-27 15:15:00,2025-09-27 15:15:00,SHORT,4008.2,4010.66,4009.86,-0.061,-71.86,40.64,0.8,16859.41,-0.18%,16173.2,2356.92,30.81,2025-09
737,2025-09-27 17:00:00,2025-09-27 17:00:00,LONG,4010.66,4001.14,4001.94,-0.237,-160.56,40.46,0.8,16698.85,-0.71%,16012.64,2333.53,31.47,2025-09
738,2025-09-27 21:00:00,2025-09-27 21:00:00,SHORT,4001.14,4011.7,4010.89,-0.264,-172.25,40.08,0.8,16526.59,-0.79%,15840.39,2308.42,32.18,2025-09
739,2025-09-28 01:00:00,2025-09-28 01:00:00,LONG,4011.7,4005.36,4006.17,-0.158,-117.92,39.66,0.8,16408.68,-0.47%,15722.47,2291.24,32.66,2025-09
740,2025-09-28 05:15:00,2025-09-28 05:15:00,SHORT,4005.36,4008.81,4008.01,-0.086,-81.75,39.38,0.8,16326.92,-0.26%,15640.72,2279.32,33.0,2025-09
741,2025-09-28 06:15:00,2025-09-28 06:15:00,LONG,4008.81,4005.56,4006.36,-0.081,-78.87,39.18,0.8,16248.05,-0.24%,15561.85,2267.83,33.32,2025-09
742,2025-09-28 13:45:00,2025-09-28 13:45:00,SHORT,4005.56,4013.75,4012.95,-0.204,-138.66,39.0,0.8,16109.38,-0.61%,15423.19,2247.62,33.89,2025-09
743,2025-09-29 07:15:00,2025-09-29 07:15:00,LONG,4013.75,4088.92,4089.73,1.873,866.34,38.66,0.82,16975.72,5.62%,16289.53,2373.87,30.34,2025-09
744,2025-09-29 07:30:00,2025-09-29 07:30:00,SHORT,4088.92,4102.74,4101.92,-0.338,-212.93,40.74,0.82,16762.79,-1.01%,16076.6,2342.84,31.21,2025-09
745,2025-09-29 11:00:00,2025-09-29 11:00:00,LONG,4102.74,4108.73,4109.55,0.146,33.21,40.23,0.82,16795.99,0.44%,16109.81,2347.68,31.07,2025-09
746,2025-09-29 13:30:00,2025-09-29 13:30:00,SHORT,4108.73,4123.87,4123.05,-0.368,-225.96,40.31,0.82,16570.03,-1.11%,15883.85,2314.75,32.0,2025-09
747,2025-09-30 04:45:00,2025-09-30 04:45:00,LONG,4123.87,4189.49,4190.33,1.591,751.23,39.77,0.84,17321.26,4.77%,16635.08,2424.23,28.92,2025-09
748,2025-09-30 07:00:00,2025-09-30 07:00:00,SHORT,4189.49,4200.49,4199.65,-0.263,-177.99,41.57,0.84,17143.28,-0.79%,16457.09,2398.29,29.65,2025-09
749,2025-09-30 07:30:00,2025-09-30 07:30:00,LONG,4200.49,4182.88,4183.72,-0.419,-256.73,41.14,0.84,16886.54,-1.26%,16200.36,2360.88,30.7,2025-09
750,2025-09-30 19:45:00,2025-09-30 19:45:00,SHORT,4182.88,4145.25,4144.42,0.9,415.26,40.53,0.83,17301.8,2.7%,16615.62,2421.39,29.0,2025-09
751,2025-09-30 22:30:00,2025-09-30 22:30:00,LONG,4145.25,4143.03,4143.86,-0.053,-69.24,41.52,0.83,17232.57,-0.16%,16546.38,2411.3,29.28,2025-09
752,2025-10-01 00:45:00,2025-10-01 00:45:00,SHORT,4143.03,4135.78,4134.95,0.175,49.19,41.36,0.83,17281.75,0.53%,16595.57,2418.47,29.08,2025-10
753,2025-10-01 03:15:00,2025-10-01 03:15:00,LONG,4135.78,4143.45,4144.27,0.185,54.64,41.48,0.83,17336.39,0.56%,16650.21,2426.43,28.86,2025-10
754,2025-10-01 04:15:00,2025-10-01 04:15:00,SHORT,4143.45,4151.82,4150.99,-0.202,-146.76,41.61,0.83,17189.63,-0.61%,16503.45,2405.05,29.46,2025-10
755,2025-10-01 04:45:00,2025-10-01 04:45:00,LONG,4151.82,4136.61,4137.44,-0.366,-230.21,41.26,0.83,16959.43,-1.1%,16273.24,2371.5,30.4,2025-10
756,2025-10-01 05:00:00,2025-10-01 05:00:00,SHORT,4136.61,4151.19,4150.36,-0.352,-220.03,40.7,0.83,16739.4,-1.06%,16053.21,2339.43,31.31,2025-10
757,2025-10-01 06:15:00,2025-10-01 06:15:00,LONG,4151.19,4131.69,4132.52,-0.47,-276.07,40.17,0.83,16463.32,-1.41%,15777.14,2299.2,32.44,2025-10
758,2025-10-01 08:00:00,2025-10-01 08:00:00,SHORT,4131.69,4153.7,4152.87,-0.533,-302.66,39.51,0.83,16160.66,-1.6%,15474.48,2255.09,33.68,2025-10
759,2025-10-02 14:45:00,2025-10-02 14:45:00,LONG,4153.7,4366.84,4367.71,5.131,2448.93,38.79,0.87,18609.59,15.39%,17923.41,2611.98,23.63,2025-10
760,2025-10-02 15:00:00,2025-10-02 15:00:00,SHORT,4366.84,4395.48,4394.6,-0.656,-410.78,44.66,0.88,18198.81,-1.97%,17512.63,2552.11,25.32,2025-10
761,2025-10-03 06:45:00,2025-10-03 06:45:00,LONG,4395.48,4465.35,4466.24,1.59,824.22,43.68,0.89,19023.03,4.77%,18336.85,2672.23,21.94,2025-10
762,2025-10-03 09:15:00,2025-10-03 09:15:00,SHORT,4465.35,4474.04,4473.15,-0.195,-156.73,45.66,0.89,18866.29,-0.58%,18180.12,2649.39,22.58,2025-10
763,2025-10-03 13:00:00,2025-10-03 13:00:00,LONG,4474.04,4473.19,4474.08,-0.019,-56.04,45.28,0.89,18810.25,-0.06%,18124.08,2641.22,22.81,2025-10
764,2025-10-03 13:15:00,2025-10-03 13:15:00,SHORT,4473.19,4479.6,4478.7,-0.143,-125.99,45.14,0.9,18684.26,-0.43%,17998.09,2622.86,23.33,2025-10
765,2025-10-03 13:30:00,2025-10-03 13:30:00,LONG,4479.6,4475.89,4476.78,-0.083,-91.24,44.84,0.9,18593.02,-0.25%,17906.85,2609.56,23.7,2025-10
766,2025-10-03 15:15:00,2025-10-03 15:15:00,SHORT,4475.89,4487.46,4486.57,-0.259,-188.87,44.62,0.9,18404.15,-0.78%,17717.98,2582.04,24.48,2025-10
767,2025-10-03 17:45:00,2025-10-03 17:45:00,LONG,4487.46,4471.23,4472.13,-0.362,-243.87,44.17,0.89,18160.28,-1.09%,17474.11,2546.5,25.48,2025-10
768,2025-10-03 19:15:00,2025-10-03 19:15:00,SHORT,4471.23,4528.73,4527.82,-1.286,-744.13,43.58,0.91,17416.14,-3.86%,16729.98,2438.06,28.53,2025-10
769,2025-10-04 00:00:00,2025-10-04 00:00:00,LONG,4528.73,4504.16,4505.06,-0.542,-325.24,41.8,0.9,17090.9,-1.63%,16404.74,2390.66,29.86,2025-10
770,2025-10-04 05:00:00,2025-10-04 05:00:00,SHORT,4504.16,4502.68,4501.78,0.033,-24.18,41.02,0.9,17066.72,0.1%,16380.56,2387.13,29.96,2025-10
771,2025-10-04 07:45:00,2025-10-04 07:45:00,LONG,4502.68,4497.33,4498.23,-0.119,-101.8,40.96,0.9,16964.92,-0.36%,16278.76,2372.3,30.38,2025-10
772,2025-10-04 10:15:00,2025-10-04 10:15:00,SHORT,4497.33,4503.71,4502.81,-0.142,-112.89,40.72,0.9,16852.03,-0.43%,16165.87,2355.85,30.84,2025-10
773,2025-10-04 10:30:00,2025-10-04 10:30:00,LONG,4503.71,4494.24,4495.14,-0.21,-146.73,40.44,0.9,16705.3,-0.63%,16019.14,2334.47,31.45,2025-10
774,2025-10-04 13:00:00,2025-10-04 13:00:00,SHORT,4494.24,4487.48,4486.58,0.15,35.25,40.09,0.9,16740.55,0.45%,16054.39,2339.6,31.3,2025-10
775,2025-10-04 14:45:00,2025-10-04 14:45:00,LONG,4487.48,4490.41,4491.31,0.065,-7.43,40.18,0.9,16733.12,0.2%,16046.96,2338.52,31.33,2025-10
776,2025-10-04 20:15:00,2025-10-04 20:15:00,SHORT,4490.41,4480.14,4479.24,0.229,74.66,40.16,0.9,16807.78,0.69%,16121.62,2349.4,31.03,2025-10
777,2025-10-04 20:45:00,2025-10-04 20:45:00,LONG,4480.14,4477.43,4478.32,-0.06,-70.82,40.34,0.9,16736.96,-0.18%,16050.8,2339.08,31.32,2025-10
778,2025-10-04 21:00:00,2025-10-04 21:00:00,SHORT,4477.43,4481.68,4480.79,-0.095,-87.87,40.17,0.9,16649.09,-0.29%,15962.93,2326.27,31.68,2025-10
779,2025-10-05 00:30:00,2025-10-05 00:30:00,LONG,4481.68,4487.27,4488.17,0.125,22.32,39.96,0.9,16671.41,0.37%,15985.25,2329.53,31.59,2025-10
780,2025-10-05 02:15:00,2025-10-05 02:15:00,SHORT,4487.27,4490.21,4489.31,-0.065,-72.72,40.01,0.9,16598.68,-0.2%,15912.53,2318.93,31.88,2025-10
781,2025-10-05 10:00:00,2025-10-05 10:00:00,LONG,4490.21,4534.68,4535.58,0.99,453.34,39.84,0.91,17052.03,2.97%,16365.87,2384.99,30.02,2025-10
782,2025-10-05 11:15:00,2025-10-05 11:15:00,SHORT,4534.68,4550.61,4549.7,-0.351,-220.63,40.92,0.91,16831.39,-1.05%,16145.24,2352.84,30.93,2025-10
783,2025-10-05 12:30:00,2025-10-05 12:30:00,LONG,4550.61,4533.78,4534.68,-0.37,-227.15,40.4,0.91,16604.24,-1.11%,15918.09,2319.74,31.86,2025-10
784,2025-10-05 14:00:00,2025-10-05 14:00:00,SHORT,4533.78,4546.86,4545.95,-0.289,-183.64,39.85,0.91,16420.6,-0.87%,15734.45,2292.98,32.62,2025-10
785,2025-10-05 14:30:00,2025-10-05 14:30:00,LONG,4546.86,4540.35,4541.26,-0.143,-110.02,39.41,0.91,16310.58,-0.43%,15624.43,2276.94,33.07,2025-10
786,2025-10-05 23:00:00,2025-10-05 23:00:00,SHORT,4540.35,4522.4,4521.5,0.395,154.23,39.15,0.9,16464.81,1.19%,15778.66,2299.42,32.43,2025-10
787,2025-10-06 00:30:00,2025-10-06 00:30:00,LONG,4522.4,4500.44,4501.34,-0.486,-279.44,39.52,0.9,16185.37,-1.46%,15499.22,2258.7,33.58,2025-10
788,2025-10-06 01:15:00,2025-10-06 01:15:00,SHORT,4500.44,4523.03,4522.13,-0.502,-282.63,38.84,0.9,15902.74,-1.51%,15216.59,2217.51,34.74,2025-10
789,2025-10-06 05:00:00,2025-10-06 05:00:00,LONG,4523.03,4515.33,4516.23,-0.17,-119.39,38.17,0.9,15783.35,-0.51%,15097.2,2200.11,35.23,2025-10
790,2025-10-06 06:00:00,2025-10-06 06:00:00,SHORT,4515.33,4536.97,4536.07,-0.479,-264.83,37.88,0.91,15518.51,-1.44%,14832.37,2161.51,36.32,2025-10
791,2025-10-07 06:15:00,2025-10-07 06:15:00,LONG,4536.97,4689.54,4690.48,3.363,1528.29,37.24,0.94,17046.81,10.09%,16360.66,2384.23,30.05,2025-10
792,2025-10-07 10:00:00,2025-10-07 10:00:00,SHORT,4689.54,4690.04,4689.1,-0.011,-46.35,40.91,0.94,17000.45,-0.03%,16314.31,2377.48,30.24,2025-10
793,2025-10-07 13:30:00,2025-10-07 13:30:00,LONG,4690.04,4737.19,4738.14,1.005,471.92,40.8,0.95,17472.37,3.02%,16786.23,2446.25,28.3,2025-10
794,2025-10-08 08:30:00,2025-10-08 08:30:00,SHORT,4737.19,4484.3,4483.41,5.338,2756.24,41.93,0.9,20228.61,16.01%,19542.47,2847.92,16.99,2025-10
795,2025-10-08 08:45:00,2025-10-08 08:45:00,LONG,4484.3,4480.25,4481.14,-0.09,-103.46,48.55,0.9,20125.14,-0.27%,19439.01,2832.84,17.41,2025-10
796,2025-10-08 10:00:00,2025-10-08 10:00:00,SHORT,4480.25,4494.9,4494.0,-0.327,-245.83,48.3,0.9,19879.31,-0.98%,19193.18,2797.01,18.42,2025-10
797,2025-10-08 12:15:00,2025-10-08 12:15:00,LONG,4494.9,4480.38,4481.28,-0.323,-240.37,47.71,0.9,19638.94,-0.97%,18952.81,2761.98,19.41,2025-10
