Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Net PnL %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %
359,Entry long,2026-03-25 21:30,long,2188.89,0.9137,1999.988793,-8.1,-0.40,3.7,0.19,-12.36,-0.62,345.92,0.03
360,Exit short,2026-03-26 00:30,long,2177.94,0.9174,1999.959522,1.92,0.10,29.69,1.48,-6.26,-0.31,347.83,0.03
360,Entry short,2026-03-25 22:15,short,2180.03,0.9174,1999.959522,1.92,0.10,29.69,1.48,-6.26,-0.31,347.83,0.03
361,Exit long,2026-03-26 01:15,short,2168.65,0.9182,1999.784508,-8.53,-0.43,0.33,0.02,-11.84,-0.59,339.3,0.03
361,Entry long,2026-03-26 00:30,long,2177.94,0.9182,1999.784508,-8.53,-0.43,0.33,0.02,-11.84,-0.59,339.3,0.03
362,Exit short,2026-03-26 03:30,long,2171.74,0.9222,1999.92903,-2.85,-0.14,9.96,0.50,-7.13,-0.36,336.45,0.03
362,Entry short,2026-03-26 01:15,short,2168.65,0.9222,1999.92903,-2.85,-0.14,9.96,0.50,-7.13,-0.36,336.45,0.03
363,Exit long,2026-03-26 04:15,short,2161.38,0.9209,1999.955366,-9.54,-0.48,2.95,0.15,-11.35,-0.57,326.91,0.03
363,Entry long,2026-03-26 03:30,long,2171.74,0.9209,1999.955366,-9.54,-0.48,2.95,0.15,-11.35,-0.57,326.91,0.03
364,Exit short,2026-03-26 07:15,long,2173.15,0.9253,1999.924914,-10.89,-0.54,0.66,0.03,-20.47,-1.02,316.02,0.03
364,Entry short,2026-03-26 04:15,short,2161.38,0.9253,1999.924914,-10.89,-0.54,0.66,0.03,-20.47,-1.02,316.02,0.03
365,Exit long,2026-03-26 08:45,short,2166.69,0.9203,1999.949945,-5.95,-0.30,0.15,0.01,-9.77,-0.49,310.08,0.03
365,Entry long,2026-03-26 07:15,long,2173.15,0.9203,1999.949945,-5.95,-0.30,0.15,0.01,-9.77,-0.49,310.08,0.03
366,Exit short,2026-03-26 17:00,long,2118.8,0.923,1999.85487,44.2,2.21,50.32,2.52,-2.38,-0.12,354.28,0.04
366,Entry short,2026-03-26 08:45,short,2166.69,0.923,1999.85487,44.2,2.21,50.32,2.52,-2.38,-0.12,354.28,0.04
367,Exit long,2026-03-26 17:45,short,2082.64,0.9439,1999.93532,-34.13,-1.71,0,0.00,-41.38,-2.07,320.15,0.03
367,Entry long,2026-03-26 17:00,long,2118.8,0.9439,1999.93532,-34.13,-1.71,0,0.00,-41.38,-2.07,320.15,0.03
368,Exit short,2026-03-26 21:30,long,2083.48,0.9603,1999.959192,-0.81,-0.04,18.92,0.95,-1.2,-0.06,319.34,0.03
368,Entry short,2026-03-26 17:45,short,2082.64,0.9603,1999.959192,-0.81,-0.04,18.92,0.95,-1.2,-0.06,319.34,0.03
369,Exit long,2026-03-26 23:45,short,2070.4,0.9599,1999.932452,-12.56,-0.63,9.9,0.49,-30.21,-1.51,306.79,0.03
369,Entry long,2026-03-26 21:30,long,2083.48,0.9599,1999.932452,-12.56,-0.63,9.9,0.49,-30.21,-1.51,306.79,0.03
370,Exit short,2026-03-27 04:15,long,2068.63,0.9659,1999.79936,1.71,0.09,34.64,1.73,-9.68,-0.48,308.5,0.03
370,Entry short,2026-03-26 23:45,short,2070.4,0.9659,1999.79936,1.71,0.09,34.64,1.73,-9.68,-0.48,308.5,0.03
371,Exit long,2026-03-27 06:30,short,2064.69,0.9668,1999.951484,-3.81,-0.19,8.9,0.45,-13.29,-0.66,304.69,0.03
371,Entry long,2026-03-27 04:15,long,2068.63,0.9668,1999.951484,-3.81,-0.19,8.9,0.45,-13.29,-0.66,304.69,0.03
372,Exit short,2026-03-27 09:30,long,2070.89,0.9686,1999.858734,-6.01,-0.30,8.08,0.40,-8.49,-0.42,298.68,0.03
372,Entry short,2026-03-27 06:30,short,2064.69,0.9686,1999.858734,-6.01,-0.30,8.08,0.40,-8.49,-0.42,298.68,0.03
373,Exit long,2026-03-27 11:00,short,2061.88,0.9657,1999.858473,-8.7,-0.44,6.08,0.30,-10.98,-0.55,289.98,0.03
373,Entry long,2026-03-27 09:30,long,2070.89,0.9657,1999.858473,-8.7,-0.44,6.08,0.30,-10.98,-0.55,289.98,0.03
374,Exit short,2026-03-27 13:15,long,2058.85,0.9699,1999.817412,2.94,0.15,17.84,0.89,-4.3,-0.21,292.92,0.03
374,Entry short,2026-03-27 11:00,short,2061.88,0.9699,1999.817412,2.94,0.15,17.84,0.89,-4.3,-0.21,292.92,0.03
375,Exit long,2026-03-27 14:00,short,2063.7,0.9714,1999.96689,4.71,0.24,4.71,0.24,-2.31,-0.12,297.63,0.03
375,Entry long,2026-03-27 13:15,long,2058.85,0.9714,1999.96689,4.71,0.24,4.71,0.24,-2.31,-0.12,297.63,0.03
376,Exit short,2026-03-27 14:45,long,2062.71,0.9691,1999.93167,0.96,0.05,2.24,0.11,-4.23,-0.21,298.59,0.03
376,Entry short,2026-03-27 14:00,short,2063.7,0.9691,1999.93167,0.96,0.05,2.24,0.11,-4.23,-0.21,298.59,0.03
377,Exit long,2026-03-27 16:15,short,2054.71,0.9695,1999.797345,-7.76,-0.39,9.36,0.47,-7.76,-0.39,290.83,0.03
377,Entry long,2026-03-27 14:45,long,2062.71,0.9695,1999.797345,-7.76,-0.39,9.36,0.47,-7.76,-0.39,290.83,0.03
378,Exit short,2026-03-27 23:45,long,1991.32,0.9733,1999.849243,61.7,3.09,81.54,4.08,-2.89,-0.14,352.53,0.04
378,Entry short,2026-03-27 16:15,short,2054.71,0.9733,1999.849243,61.7,3.09,81.54,4.08,-2.89,-0.14,352.53,0.04
379,Exit long,2026-03-28 00:30,short,1987.19,1.0043,1999.882676,-4.15,-0.21,0,0.00,-11.12,-0.56,348.38,0.03
379,Entry long,2026-03-27 23:45,long,1991.32,1.0043,1999.882676,-4.15,-0.21,0,0.00,-11.12,-0.56,348.38,0.03
380,Exit short,2026-03-28 01:15,long,1983.46,1.0064,1999.908016,3.75,0.19,4.65,0.23,-10.48,-0.52,352.14,0.04
380,Entry short,2026-03-28 00:30,short,1987.19,1.0064,1999.908016,3.75,0.19,4.65,0.23,-10.48,-0.52,352.14,0.04
381,Exit long,2026-03-28 02:00,short,1978.94,1.0083,1999.922718,-4.56,-0.23,1.4,0.07,-8.63,-0.43,347.58,0.03
381,Entry long,2026-03-28 01:15,long,1983.46,1.0083,1999.922718,-4.56,-0.23,1.4,0.07,-8.63,-0.43,347.58,0.03
382,Exit short,2026-03-28 03:30,long,1989.67,1.0106,1999.916764,-10.84,-0.54,4.51,0.23,-18.99,-0.95,336.74,0.03
382,Entry short,2026-03-28 02:00,short,1978.94,1.0106,1999.916764,-10.84,-0.54,4.51,0.23,-18.99,-0.95,336.74,0.03
383,Exit long,2026-03-28 05:00,short,1990.03,1.0051,1999.817317,0.36,0.02,6.67,0.33,-9.72,-0.49,337.1,0.03
383,Entry long,2026-03-28 03:30,long,1989.67,1.0051,1999.817317,0.36,0.02,6.67,0.33,-9.72,-0.49,337.1,0.03
384,Exit short,2026-03-28 05:45,long,1985.73,1.005,1999.98015,4.32,0.22,5.7,0.28,-0.72,-0.04,341.42,0.03
384,Entry short,2026-03-28 05:00,short,1990.03,1.005,1999.98015,4.32,0.22,5.7,0.28,-0.72,-0.04,341.42,0.03
385,Exit long,2026-03-28 06:30,short,1985.66,1.0071,1999.828683,-0.07,0.00,1.51,0.08,-3.81,-0.19,341.35,0.03
385,Entry long,2026-03-28 05:45,long,1985.73,1.0071,1999.828683,-0.07,0.00,1.51,0.08,-3.81,-0.19,341.35,0.03
386,Exit short,2026-03-28 08:00,long,1989.69,1.0072,1999.956752,-4.06,-0.20,5.16,0.26,-8.25,-0.41,337.29,0.03
386,Entry short,2026-03-28 06:30,short,1985.66,1.0072,1999.956752,-4.06,-0.20,5.16,0.26,-8.25,-0.41,337.29,0.03
387,Exit long,2026-03-28 09:30,short,1988.21,1.0051,1999.837419,-1.49,-0.07,5.5,0.27,-4.78,-0.24,335.8,0.03
387,Entry long,2026-03-28 08:00,long,1989.69,1.0051,1999.837419,-1.49,-0.07,5.5,0.27,-4.78,-0.24,335.8,0.03
388,Exit short,2026-03-28 10:15,long,1985.49,1.0059,1999.940439,2.74,0.14,3.23,0.16,-5.51,-0.28,338.54,0.03
388,Entry short,2026-03-28 09:30,short,1988.21,1.0059,1999.940439,2.74,0.14,3.23,0.16,-5.51,-0.28,338.54,0.03
389,Exit long,2026-03-28 11:00,short,1988.05,1.0073,1999.984077,2.58,0.13,3.65,0.18,-2.34,-0.12,341.12,0.03
389,Entry long,2026-03-28 10:15,long,1985.49,1.0073,1999.984077,2.58,0.13,3.65,0.18,-2.34,-0.12,341.12,0.03
390,Exit short,2026-03-28 11:45,long,1989.19,1.006,1999.9783,-1.15,-0.06,0,0.00,-3.22,-0.16,339.97,0.03
390,Entry short,2026-03-28 11:00,short,1988.05,1.006,1999.9783,-1.15,-0.06,0,0.00,-3.22,-0.16,339.97,0.03
391,Exit long,2026-03-28 13:15,short,1992.65,1.0054,1999.931626,3.48,0.17,4.95,0.25,-1.9,-0.10,343.45,0.03
391,Entry long,2026-03-28 11:45,long,1989.19,1.0054,1999.931626,3.48,0.17,4.95,0.25,-1.9,-0.10,343.45,0.03
392,Exit short,2026-03-28 14:00,long,1996.6,1.0036,1999.82354,-3.96,-0.20,0.55,0.03,-5.09,-0.25,339.49,0.03
392,Entry short,2026-03-28 13:15,short,1992.65,1.0036,1999.82354,-3.96,-0.20,0.55,0.03,-5.09,-0.25,339.49,0.03
393,Exit long,2026-03-28 17:00,short,1996.88,1.0017,1999.99422,0.28,0.01,11.77,0.59,-1,-0.05,339.77,0.03
393,Entry long,2026-03-28 14:00,long,1996.6,1.0017,1999.99422,0.28,0.01,11.77,0.59,-1,-0.05,339.77,0.03
394,Exit short,2026-03-28 21:30,long,2028.06,1.0015,1999.87532,-31.23,-1.56,4.64,0.23,-50.65,-2.53,308.54,0.03
394,Entry short,2026-03-28 17:00,short,1996.88,1.0015,1999.87532,-31.23,-1.56,4.64,0.23,-50.65,-2.53,308.54,0.03
395,Exit long,2026-03-29 01:15,short,2021.31,0.9861,1999.869966,-6.66,-0.33,12.03,0.60,-11.75,-0.59,301.88,0.03
395,Entry long,2026-03-28 21:30,long,2028.06,0.9861,1999.869966,-6.66,-0.33,12.03,0.60,-11.75,-0.59,301.88,0.03
396,Exit short,2026-03-29 04:15,long,2023.49,0.9894,1999.884114,-2.16,-0.11,4.76,0.24,-5.12,-0.26,299.73,0.03
396,Entry short,2026-03-29 01:15,short,2021.31,0.9894,1999.884114,-2.16,-0.11,4.76,0.24,-5.12,-0.26,299.73,0.03
397,Exit long,2026-03-29 05:45,short,2009.61,0.9883,1999.815167,-13.72,-0.69,2.31,0.12,-16.6,-0.83,286.01,0.03
397,Entry long,2026-03-29 04:15,long,2023.49,0.9883,1999.815167,-13.72,-0.69,2.31,0.12,-16.6,-0.83,286.01,0.03
398,Exit short,2026-03-29 09:30,long,2002.33,0.9952,1999.963872,7.25,0.36,19.87,0.99,-3.51,-0.18,293.25,0.03
398,Entry short,2026-03-29 05:45,short,2009.61,0.9952,1999.963872,7.25,0.36,19.87,0.99,-3.51,-0.18,293.25,0.03
399,Exit long,2026-03-29 12:30,short,2005.65,0.9988,1999.927204,3.32,0.17,17.3,0.86,-2.27,-0.11,296.57,0.03
399,Entry long,2026-03-29 09:30,long,2002.33,0.9988,1999.927204,3.32,0.17,17.3,0.86,-2.27,-0.11,296.57,0.03
400,Exit short,2026-03-29 14:00,long,2005.03,0.9971,1999.833615,0.62,0.03,7.96,0.40,-2.67,-0.13,297.19,0.03
400,Entry short,2026-03-29 12:30,short,2005.65,0.9971,1999.833615,0.62,0.03,7.96,0.40,-2.67,-0.13,297.19,0.03
401,Exit long,2026-03-29 14:45,short,2004.98,0.9974,1999.816922,-0.05,0.00,1.92,0.10,-5,-0.25,297.14,0.03
401,Entry long,2026-03-29 14:00,long,2005.03,0.9974,1999.816922,-0.05,0.00,1.92,0.10,-5,-0.25,297.14,0.03
402,Exit short,2026-03-29 17:00,long,2003.64,0.9975,1999.96755,1.34,0.07,4.93,0.25,-4.92,-0.25,298.47,0.03
402,Entry short,2026-03-29 14:45,short,2004.98,0.9975,1999.96755,1.34,0.07,4.93,0.25,-4.92,-0.25,298.47,0.03
403,Exit long,2026-03-29 17:45,short,1999.21,0.9981,1999.833084,-4.42,-0.22,1.2,0.06,-9.12,-0.46,294.05,0.03
403,Entry long,2026-03-29 17:00,long,2003.64,0.9981,1999.833084,-4.42,-0.22,1.2,0.06,-9.12,-0.46,294.05,0.03
404,Exit short,2026-03-29 19:15,long,2003.82,1.0003,1999.809763,-4.61,-0.23,7.31,0.37,-8.45,-0.42,289.44,0.03
404,Entry short,2026-03-29 17:45,short,1999.21,1.0003,1999.809763,-4.61,-0.23,7.31,0.37,-8.45,-0.42,289.44,0.03
405,Exit long,2026-03-29 20:45,short,2001.68,0.998,1999.81236,-2.14,-0.11,4.33,0.22,-5.99,-0.30,287.31,0.03
405,Entry long,2026-03-29 19:15,long,2003.82,0.998,1999.81236,-2.14,-0.11,4.33,0.22,-5.99,-0.30,287.31,0.03
406,Exit short,2026-03-30 00:30,long,1997.37,0.9991,1999.878488,4.31,0.22,18.1,0.91,-1.93,-0.10,291.61,0.03
406,Entry short,2026-03-29 20:45,short,2001.68,0.9991,1999.878488,4.31,0.22,18.1,0.91,-1.93,-0.10,291.61,0.03
407,Exit long,2026-03-30 01:15,short,1990.4,1.0013,1999.966581,-6.98,-0.35,2.84,0.14,-9.78,-0.49,284.63,0.03
407,Entry long,2026-03-30 00:30,long,1997.37,1.0013,1999.966581,-6.98,-0.35,2.84,0.14,-9.78,-0.49,284.63,0.03
408,Exit short,2026-03-30 02:45,long,1997.33,1.0048,1999.95392,-6.96,-0.35,0.58,0.03,-11.66,-0.58,277.67,0.03
408,Entry short,2026-03-30 01:15,short,1990.4,1.0048,1999.95392,-6.96,-0.35,0.58,0.03,-11.66,-0.58,277.67,0.03
409,Exit long,2026-03-30 06:30,short,1966.91,1.0013,1999.926529,-30.46,-1.52,12.17,0.61,-33.37,-1.67,247.21,0.02
409,Entry long,2026-03-30 02:45,long,1997.33,1.0013,1999.926529,-30.46,-1.52,12.17,0.61,-33.37,-1.67,247.21,0.02
410,Exit short,2026-03-30 08:45,long,1997.25,1.0168,1999.954088,-30.85,-1.54,28.56,1.43,-57.77,-2.89,216.36,0.02
410,Entry short,2026-03-30 06:30,short,1966.91,1.0168,1999.954088,-30.85,-1.54,28.56,1.43,-57.77,-2.89,216.36,0.02
411,Exit long,2026-03-30 14:45,short,2042.46,1.0013,1999.846425,45.27,2.26,61.79,3.09,-0.06,0.00,261.63,0.03
411,Entry long,2026-03-30 08:45,long,1997.25,1.0013,1999.846425,45.27,2.26,61.79,3.09,-0.06,0.00,261.63,0.03
412,Exit short,2026-03-30 16:15,long,2060,0.9792,1999.976832,-17.18,-0.86,0.9,0.05,-25.28,-1.26,244.45,0.02
412,Entry short,2026-03-30 14:45,short,2042.46,0.9792,1999.976832,-17.18,-0.86,0.9,0.05,-25.28,-1.26,244.45,0.02
413,Exit long,2026-03-30 17:45,short,2055.16,0.9708,1999.848,-4.7,-0.23,14.56,0.73,-5.95,-0.30,239.75,0.02
413,Entry long,2026-03-30 16:15,long,2060,0.9708,1999.848,-4.7,-0.23,14.56,0.73,-5.95,-0.30,239.75,0.02
414,Exit short,2026-03-30 19:15,long,2066.46,0.9731,1999.876196,-11,-0.55,6.83,0.34,-25.78,-1.29,228.76,0.02
414,Entry short,2026-03-30 17:45,short,2055.16,0.9731,1999.876196,-11,-0.55,6.83,0.34,-25.78,-1.29,228.76,0.02
415,Exit long,2026-03-30 22:15,short,2053.97,0.9678,1999.919988,-12.09,-0.60,17.94,0.90,-14.63,-0.73,216.67,0.02
415,Entry long,2026-03-30 19:15,long,2066.46,0.9678,1999.919988,-12.09,-0.60,17.94,0.90,-14.63,-0.73,216.67,0.02
416,Exit short,2026-03-30 23:00,long,2066.84,0.9737,1999.950589,-12.53,-0.63,9.46,0.47,-25.27,-1.26,204.14,0.02
416,Entry short,2026-03-30 22:15,short,2053.97,0.9737,1999.950589,-12.53,-0.63,9.46,0.47,-25.27,-1.26,204.14,0.02
417,Exit long,2026-03-31 00:30,short,2065.01,0.9676,1999.874384,-1.77,-0.09,12.36,0.62,-4.77,-0.24,202.37,0.02
417,Entry long,2026-03-30 23:00,long,2066.84,0.9676,1999.874384,-1.77,-0.09,12.36,0.62,-4.77,-0.24,202.37,0.02
418,Exit short,2026-03-31 05:45,long,2036,0.9685,1999.962185,28.1,1.40,50.05,2.50,-6.94,-0.35,230.47,0.02
418,Entry short,2026-03-31 00:30,short,2065.01,0.9685,1999.962185,28.1,1.40,50.05,2.50,-6.94,-0.35,230.47,0.02
419,Exit long,2026-03-31 07:15,short,2024.9,0.9823,1999.9628,-10.9,-0.55,8.07,0.40,-21.69,-1.08,219.56,0.02
419,Entry long,2026-03-31 05:45,long,2036,0.9823,1999.9628,-10.9,-0.55,8.07,0.40,-21.69,-1.08,219.56,0.02
420,Exit short,2026-03-31 08:45,long,2036.65,0.9877,1999.99373,-11.61,-0.58,8.5,0.43,-15.94,-0.80,207.96,0.02
420,Entry short,2026-03-31 07:15,short,2024.9,0.9877,1999.99373,-11.61,-0.58,8.5,0.43,-15.94,-0.80,207.96,0.02
421,Exit long,2026-03-31 12:30,short,2061.62,0.982,1999.9903,24.52,1.23,54.69,2.73,-4.3,-0.22,232.48,0.02
421,Entry long,2026-03-31 08:45,long,2036.65,0.982,1999.9903,24.52,1.23,54.69,2.73,-4.3,-0.22,232.48,0.02
422,Exit short,2026-03-31 14:00,long,2059.06,0.9701,1999.977562,2.48,0.12,6.65,0.33,-7.16,-0.36,234.96,0.02
422,Entry short,2026-03-31 12:30,short,2061.62,0.9701,1999.977562,2.48,0.12,6.65,0.33,-7.16,-0.36,234.96,0.02
423,Exit long,2026-03-31 14:45,short,2062.33,0.9713,1999.964978,3.18,0.16,3.91,0.20,-3.75,-0.19,238.14,0.02
423,Entry long,2026-03-31 14:00,long,2059.06,0.9713,1999.964978,3.18,0.16,3.91,0.20,-3.75,-0.19,238.14,0.02
424,Exit short,2026-03-31 20:00,long,2037.79,0.9697,1999.841401,23.8,1.19,48.18,2.41,-0.56,-0.03,261.93,0.03
424,Entry short,2026-03-31 14:45,short,2062.33,0.9697,1999.841401,23.8,1.19,48.18,2.41,-0.56,-0.03,261.93,0.03
425,Exit long,2026-03-31 23:00,short,2075.47,0.9814,1999.887106,36.98,1.85,53.2,2.66,-2.72,-0.14,298.91,0.03
425,Entry long,2026-03-31 20:00,long,2037.79,0.9814,1999.887106,36.98,1.85,53.2,2.66,-2.72,-0.14,298.91,0.03
426,Exit short,2026-03-31 23:45,long,2054.85,0.9636,1999.922892,19.87,0.99,21.16,1.06,-1.33,-0.07,318.78,0.03
426,Entry short,2026-03-31 23:00,short,2075.47,0.9636,1999.922892,19.87,0.99,21.16,1.06,-1.33,-0.07,318.78,0.03
427,Exit long,2026-04-01 05:45,short,2102.63,0.9733,1999.985505,46.5,2.33,67.33,3.37,-0.55,-0.03,365.29,0.04
427,Entry long,2026-03-31 23:45,long,2054.85,0.9733,1999.985505,46.5,2.33,67.33,3.37,-0.55,-0.03,365.29,0.04
428,Exit short,2026-04-01 08:00,long,2102.25,0.9511,1999.811393,0.36,0.02,13.58,0.68,-5.74,-0.29,365.65,0.04
428,Entry short,2026-04-01 05:45,short,2102.63,0.9511,1999.811393,0.36,0.02,13.58,0.68,-5.74,-0.29,365.65,0.04
429,Exit long,2026-04-01 09:30,short,2096.72,0.9513,1999.870425,-5.26,-0.26,14.78,0.74,-10.32,-0.52,360.39,0.04
429,Entry long,2026-04-01 08:00,long,2102.25,0.9513,1999.870425,-5.26,-0.26,14.78,0.74,-10.32,-0.52,360.39,0.04
430,Exit short,2026-04-01 11:45,long,2102.91,0.9538,1999.851536,-5.9,-0.30,13.96,0.70,-9.69,-0.48,354.48,0.04
430,Entry short,2026-04-01 09:30,short,2096.72,0.9538,1999.851536,-5.9,-0.30,13.96,0.70,-9.69,-0.48,354.48,0.04
431,Exit long,2026-04-01 16:15,short,2136.3,0.951,1999.86741,31.75,1.59,52.39,2.62,-2.43,-0.12,386.24,0.04
431,Entry long,2026-04-01 11:45,long,2102.91,0.951,1999.86741,31.75,1.59,52.39,2.62,-2.43,-0.12,386.24,0.04
432,Exit short,2026-04-01 17:00,long,2133.5,0.9361,1999.79043,2.62,0.13,4.49,0.22,-6.21,-0.31,388.86,0.04
432,Entry short,2026-04-01 16:15,short,2136.3,0.9361,1999.79043,2.62,0.13,4.49,0.22,-6.21,-0.31,388.86,0.04
433,Exit long,2026-04-01 17:45,short,2136.39,0.9374,1999.9429,2.71,0.14,4.54,0.23,-5.04,-0.25,391.57,0.04
433,Entry long,2026-04-01 17:00,long,2133.5,0.9374,1999.9429,2.71,0.14,4.54,0.23,-5.04,-0.25,391.57,0.04
434,Exit short,2026-04-01 19:15,long,2134.03,0.9361,1999.874679,2.21,0.11,9.46,0.47,-2.79,-0.14,393.78,0.04
434,Entry short,2026-04-01 17:45,short,2136.39,0.9361,1999.874679,2.21,0.11,9.46,0.47,-2.79,-0.14,393.78,0.04
435,Exit long,2026-04-01 20:00,short,2134.23,0.9371,1999.799513,0.19,0.01,2.74,0.14,-4.51,-0.23,393.96,0.04
435,Entry long,2026-04-01 19:15,long,2134.03,0.9371,1999.799513,0.19,0.01,2.74,0.14,-4.51,-0.23,393.96,0.04
436,Exit short,2026-04-01 20:45,long,2130.82,0.9371,1999.986933,3.2,0.16,11.51,0.58,-16.65,-0.83,397.16,0.04
436,Entry short,2026-04-01 20:00,short,2134.23,0.9371,1999.986933,3.2,0.16,11.51,0.58,-16.65,-0.83,397.16,0.04
437,Exit long,2026-04-01 21:30,short,2116.33,0.9386,1999.987652,-13.6,-0.68,4.21,0.21,-20.74,-1.04,383.56,0.04
437,Entry long,2026-04-01 20:45,long,2130.82,0.9386,1999.987652,-13.6,-0.68,4.21,0.21,-20.74,-1.04,383.56,0.04
438,Exit short,2026-04-01 23:45,long,2135.04,0.945,1999.93185,-17.68,-0.88,4.56,0.23,-20.21,-1.01,365.88,0.04
438,Entry short,2026-04-01 21:30,short,2116.33,0.945,1999.93185,-17.68,-0.88,4.56,0.23,-20.21,-1.01,365.88,0.04
439,Exit long,2026-04-02 02:00,short,2131.29,0.9367,1999.891968,-3.51,-0.18,30.73,1.54,-10.73,-0.54,362.36,0.04
439,Entry long,2026-04-01 23:45,long,2135.04,0.9367,1999.891968,-3.51,-0.18,30.73,1.54,-10.73,-0.54,362.36,0.04
440,Exit short,2026-04-02 03:30,long,2138.89,0.9383,1999.789407,-7.13,-0.36,5.5,0.27,-10.95,-0.55,355.23,0.04
440,Entry short,2026-04-02 02:00,short,2131.29,0.9383,1999.789407,-7.13,-0.36,5.5,0.27,-10.95,-0.55,355.23,0.04
441,Exit long,2026-04-02 04:15,short,2133.89,0.935,1999.86215,-4.67,-0.23,6.16,0.31,-7.66,-0.38,350.56,0.04
441,Entry long,2026-04-02 03:30,long,2138.89,0.935,1999.86215,-4.67,-0.23,6.16,0.31,-7.66,-0.38,350.56,0.04
442,Exit short,2026-04-02 05:00,long,2151.61,0.9372,1999.881708,-16.61,-0.83,2.31,0.12,-20.32,-1.02,333.95,0.03
442,Entry short,2026-04-02 04:15,short,2133.89,0.9372,1999.881708,-16.61,-0.83,2.31,0.12,-20.32,-1.02,333.95,0.03
443,Exit long,2026-04-02 07:15,short,2140.54,0.9295,1999.921495,-10.29,-0.51,12.84,0.64,-13.21,-0.66,323.66,0.03
443,Entry long,2026-04-02 05:00,long,2151.61,0.9295,1999.921495,-10.29,-0.51,12.84,0.64,-13.21,-0.66,323.66,0.03
444,Exit short,2026-04-02 08:45,long,2156.14,0.9343,1999.906522,-14.58,-0.73,4.71,0.24,-17.59,-0.88,309.09,0.03
444,Entry short,2026-04-02 07:15,short,2140.54,0.9343,1999.906522,-14.58,-0.73,4.71,0.24,-17.59,-0.88,309.09,0.03
445,Exit long,2026-04-02 09:30,short,2092.18,0.9275,1999.81985,-59.32,-2.97,0.01,0.00,-59.44,-2.97,249.76,0.02
445,Entry long,2026-04-02 08:45,long,2156.14,0.9275,1999.81985,-59.32,-2.97,0.01,0.00,-59.44,-2.97,249.76,0.02
446,Exit short,2026-04-02 15:30,long,2053.89,0.9559,1999.914862,36.6,1.83,51.19,2.56,-9.83,-0.49,286.37,0.03
446,Entry short,2026-04-02 09:30,short,2092.18,0.9559,1999.914862,36.6,1.83,51.19,2.56,-9.83,-0.49,286.37,0.03
447,Exit long,2026-04-02 18:30,short,2039.9,0.9737,1999.872693,-13.62,-0.68,2.79,0.14,-20.79,-1.04,272.74,0.03
447,Entry long,2026-04-02 15:30,long,2053.89,0.9737,1999.872693,-13.62,-0.68,2.79,0.14,-20.79,-1.04,272.74,0.03
448,Exit short,2026-04-02 22:15,long,2038.47,0.9804,1999.91796,1.4,0.07,22.41,1.12,-9.2,-0.46,274.14,0.03
448,Entry short,2026-04-02 18:30,short,2039.9,0.9804,1999.91796,1.4,0.07,22.41,1.12,-9.2,-0.46,274.14,0.03
449,Exit long,2026-04-03 02:00,short,2047.31,0.9811,1999.942917,8.67,0.43,38.43,1.92,-0.46,-0.02,282.82,0.03
449,Entry long,2026-04-02 22:15,long,2038.47,0.9811,1999.942917,8.67,0.43,38.43,1.92,-0.46,-0.02,282.82,0.03
450,Exit short,2026-04-03 03:30,long,2058.96,0.9768,1999.812408,-11.38,-0.57,2.69,0.13,-15.33,-0.77,271.44,0.03
450,Entry short,2026-04-03 02:00,short,2047.31,0.9768,1999.812408,-11.38,-0.57,2.69,0.13,-15.33,-0.77,271.44,0.03
451,Exit long,2026-04-03 05:45,short,2062.98,0.9713,1999.867848,3.9,0.20,14.76,0.74,-2.77,-0.14,275.34,0.03
451,Entry long,2026-04-03 03:30,long,2058.96,0.9713,1999.867848,3.9,0.20,14.76,0.74,-2.77,-0.14,275.34,0.03
452,Exit short,2026-04-03 09:30,long,2048.27,0.9694,1999.852812,14.26,0.71,16.83,0.84,-1.9,-0.10,289.6,0.03
452,Entry short,2026-04-03 05:45,short,2062.98,0.9694,1999.852812,14.26,0.71,16.83,0.84,-1.9,-0.10,289.6,0.03
453,Exit long,2026-04-03 10:15,short,2049,0.9764,1999.930828,0.71,0.04,11.19,0.56,-3.59,-0.18,290.32,0.03
453,Entry long,2026-04-03 09:30,long,2048.27,0.9764,1999.930828,0.71,0.04,11.19,0.56,-3.59,-0.18,290.32,0.03
454,Exit short,2026-04-03 13:15,long,2053.82,0.976,1999.824,-4.7,-0.24,8.14,0.41,-8.59,-0.43,285.61,0.03
454,Entry short,2026-04-03 10:15,short,2049,0.976,1999.824,-4.7,-0.24,8.14,0.41,-8.59,-0.43,285.61,0.03
455,Exit long,2026-04-03 17:00,short,2061.89,0.9737,1999.804534,7.86,0.39,20.79,1.04,0,0.00,293.47,0.03
455,Entry long,2026-04-03 13:15,long,2053.82,0.9737,1999.804534,7.86,0.39,20.79,1.04,0,0.00,293.47,0.03
456,Exit short,2026-04-03 20:00,long,2060.91,0.9699,1999.827111,0.95,0.05,8.18,0.41,-2.78,-0.14,294.42,0.03
456,Entry short,2026-04-03 17:00,short,2061.89,0.9699,1999.827111,0.95,0.05,8.18,0.41,-2.78,-0.14,294.42,0.03
457,Exit long,2026-04-03 20:45,short,2049.84,0.9704,1999.907064,-10.74,-0.54,20.23,1.01,-15.36,-0.77,283.68,0.03
