Trade number,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,Net PnL USDT,Net PnL %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,Cumulative PnL USDT,Cumulative PnL %
1375,空头进场,2026-01-05 12:00,VltClsSE,3180.36,1,3180.36,24.48,0.77,32.36,1.02,0,0.00,1046.3,0.10
1376,多头出场,2026-01-05 14:15,VltClsSE,3147.68,1,3155.88,-8.2,-0.26,0.76,0.02,-8.2,-0.26,1038.1,0.10
1376,多头进场,2026-01-05 14:00,VltClsLE,3155.88,1,3155.88,-8.2,-0.26,0.76,0.02,-8.2,-0.26,1038.1,0.10
1377,空头出场,2026-01-05 14:30,VltClsLE,3151.95,1,3147.68,-4.27,-0.14,12.37,0.39,-4.27,-0.14,1033.83,0.10
1377,空头进场,2026-01-05 14:15,VltClsSE,3147.68,1,3147.68,-4.27,-0.14,12.37,0.39,-4.27,-0.14,1033.83,0.10
1378,多头出场,2026-01-05 16:30,VltClsSE,3162.1,1,3151.95,10.15,0.32,20.06,0.64,0,0.00,1043.98,0.10
1378,多头进场,2026-01-05 14:30,VltClsLE,3151.95,1,3151.95,10.15,0.32,20.06,0.64,0,0.00,1043.98,0.10
1379,空头出场,2026-01-05 16:45,VltClsLE,3166.32,1,3162.1,-4.22,-0.13,1.77,0.06,-4.22,-0.13,1039.76,0.10
1379,空头进场,2026-01-05 16:30,VltClsSE,3162.1,1,3162.1,-4.22,-0.13,1.77,0.06,-4.22,-0.13,1039.76,0.10
1380,多头出场,2026-01-05 17:00,VltClsSE,3157.99,1,3166.32,-8.33,-0.26,1.23,0.04,-8.33,-0.26,1031.43,0.10
1380,多头进场,2026-01-05 16:45,VltClsLE,3166.32,1,3166.32,-8.33,-0.26,1.23,0.04,-8.33,-0.26,1031.43,0.10
1381,空头出场,2026-01-05 17:15,VltClsLE,3161.57,1,3157.99,-3.58,-0.11,4.87,0.15,-3.58,-0.11,1027.85,0.10
1381,空头进场,2026-01-05 17:00,VltClsSE,3157.99,1,3157.99,-3.58,-0.11,4.87,0.15,-3.58,-0.11,1027.85,0.10
1382,多头出场,2026-01-05 18:30,VltClsSE,3167.68,1,3161.57,6.11,0.19,17.47,0.55,-1.96,-0.06,1033.96,0.10
1382,多头进场,2026-01-05 17:15,VltClsLE,3161.57,1,3161.57,6.11,0.19,17.47,0.55,-1.96,-0.06,1033.96,0.10
1383,空头出场,2026-01-05 18:45,VltClsLE,3175.26,1,3167.68,-7.58,-0.24,5.16,0.16,-7.58,-0.24,1026.38,0.10
1383,空头进场,2026-01-05 18:30,VltClsSE,3167.68,1,3167.68,-7.58,-0.24,5.16,0.16,-7.58,-0.24,1026.38,0.10
1384,多头出场,2026-01-05 20:15,VltClsSE,3174.95,1,3175.26,-0.31,-0.01,8.65,0.27,-7.05,-0.22,1026.07,0.10
1384,多头进场,2026-01-05 18:45,VltClsLE,3175.26,1,3175.26,-0.31,-0.01,8.65,0.27,-7.05,-0.22,1026.07,0.10
1385,空头出场,2026-01-05 21:45,VltClsLE,3154.86,1,3174.95,20.09,0.63,31.28,0.99,-1,-0.03,1046.16,0.10
1385,空头进场,2026-01-05 20:15,VltClsSE,3174.95,1,3174.95,20.09,0.63,31.28,0.99,-1,-0.03,1046.16,0.10
1386,多头出场,2026-01-05 22:30,VltClsSE,3145.67,1,3154.86,-9.19,-0.29,16.74,0.53,-9.19,-0.29,1036.97,0.10
1386,多头进场,2026-01-05 21:45,VltClsLE,3154.86,1,3154.86,-9.19,-0.29,16.74,0.53,-9.19,-0.29,1036.97,0.10
1387,空头出场,2026-01-05 23:30,VltClsLE,3181.34,1,3145.67,-35.67,-1.13,10.65,0.34,-35.67,-1.13,1001.3,0.10
1387,空头进场,2026-01-05 22:30,VltClsSE,3145.67,1,3145.67,-35.67,-1.13,10.65,0.34,-35.67,-1.13,1001.3,0.10
1388,多头出场,2026-01-06 00:15,VltClsSE,3173.3,1,3181.34,-8.04,-0.25,23.66,0.74,-8.04,-0.25,993.26,0.10
1388,多头进场,2026-01-05 23:30,VltClsLE,3181.34,1,3181.34,-8.04,-0.25,23.66,0.74,-8.04,-0.25,993.26,0.10
1389,空头出场,2026-01-06 01:30,VltClsLE,3177.57,1,3173.3,-4.27,-0.13,13.82,0.44,-14.31,-0.45,988.99,0.10
1389,空头进场,2026-01-06 00:15,VltClsSE,3173.3,1,3173.3,-4.27,-0.13,13.82,0.44,-14.31,-0.45,988.99,0.10
1390,多头出场,2026-01-06 02:15,VltClsSE,3193.16,1,3177.57,15.59,0.49,52.42,1.65,0,0.00,1004.58,0.10
1390,多头进场,2026-01-06 01:30,VltClsLE,3177.57,1,3177.57,15.59,0.49,52.42,1.65,0,0.00,1004.58,0.10
1391,空头出场,2026-01-06 02:45,VltClsLE,3220.03,1,3193.16,-26.87,-0.84,6.77,0.21,-26.87,-0.84,977.71,0.10
1391,空头进场,2026-01-06 02:15,VltClsSE,3193.16,1,3193.16,-26.87,-0.84,6.77,0.21,-26.87,-0.84,977.71,0.10
1392,多头出场,2026-01-06 04:30,VltClsSE,3247.28,1,3220.03,27.25,0.85,45.63,1.42,-5.21,-0.16,1004.96,0.10
1392,多头进场,2026-01-06 02:45,VltClsLE,3220.03,1,3220.03,27.25,0.85,45.63,1.42,-5.21,-0.16,1004.96,0.10
1393,空头出场,2026-01-06 06:15,VltClsLE,3244.38,1,3247.28,2.9,0.09,15.52,0.48,-0.99,-0.03,1007.86,0.10
1393,空头进场,2026-01-06 04:30,VltClsSE,3247.28,1,3247.28,2.9,0.09,15.52,0.48,-0.99,-0.03,1007.86,0.10
1394,多头出场,2026-01-06 06:45,VltClsSE,3238.97,1,3244.38,-5.41,-0.17,5.37,0.17,-5.41,-0.17,1002.45,0.10
1394,多头进场,2026-01-06 06:15,VltClsLE,3244.38,1,3244.38,-5.41,-0.17,5.37,0.17,-5.41,-0.17,1002.45,0.10
1395,空头出场,2026-01-06 08:45,VltClsLE,3215.1,1,3238.97,23.87,0.74,35.63,1.10,-2.42,-0.07,1026.32,0.10
1395,空头进场,2026-01-06 06:45,VltClsSE,3238.97,1,3238.97,23.87,0.74,35.63,1.10,-2.42,-0.07,1026.32,0.10
1396,多头出场,2026-01-06 09:30,VltClsSE,3232.29,1,3215.1,17.19,0.53,32.2,1.00,0,0.00,1043.51,0.10
1396,多头进场,2026-01-06 08:45,VltClsLE,3215.1,1,3215.1,17.19,0.53,32.2,1.00,0,0.00,1043.51,0.10
1397,空头出场,2026-01-06 11:30,VltClsLE,3230.39,1,3232.29,1.9,0.06,23.57,0.73,0,0.00,1045.41,0.10
1397,空头进场,2026-01-06 09:30,VltClsSE,3232.29,1,3232.29,1.9,0.06,23.57,0.73,0,0.00,1045.41,0.10
1398,多头出场,2026-01-06 13:30,VltClsSE,3219,1,3230.39,-11.39,-0.35,3.13,0.10,-11.39,-0.35,1034.02,0.10
1398,多头进场,2026-01-06 11:30,VltClsLE,3230.39,1,3230.39,-11.39,-0.35,3.13,0.10,-11.39,-0.35,1034.02,0.10
1399,空头出场,2026-01-06 14:00,VltClsLE,3223.42,1,3219,-4.42,-0.14,1.88,0.06,-4.42,-0.14,1029.6,0.10
1399,空头进场,2026-01-06 13:30,VltClsSE,3219,1,3219,-4.42,-0.14,1.88,0.06,-4.42,-0.14,1029.6,0.10
1400,多头出场,2026-01-06 14:15,VltClsSE,3218.49,1,3223.42,-4.93,-0.15,1.8,0.06,-4.93,-0.15,1024.67,0.10
1400,多头进场,2026-01-06 14:00,VltClsLE,3223.42,1,3223.42,-4.93,-0.15,1.8,0.06,-4.93,-0.15,1024.67,0.10
1401,空头出场,2026-01-06 14:30,VltClsLE,3230.02,1,3218.49,-11.53,-0.36,0.31,0.01,-11.53,-0.36,1013.14,0.10
1401,空头进场,2026-01-06 14:15,VltClsSE,3218.49,1,3218.49,-11.53,-0.36,0.31,0.01,-11.53,-0.36,1013.14,0.10
1402,多头出场,2026-01-06 15:15,VltClsSE,3224.62,1,3230.02,-5.4,-0.17,23.74,0.73,-5.4,-0.17,1007.74,0.10
1402,多头进场,2026-01-06 14:30,VltClsLE,3230.02,1,3230.02,-5.4,-0.17,23.74,0.73,-5.4,-0.17,1007.74,0.10
1403,空头出场,2026-01-06 16:00,VltClsLE,3228.31,1,3224.62,-3.69,-0.11,13.25,0.41,-3.69,-0.11,1004.05,0.10
1403,空头进场,2026-01-06 15:15,VltClsSE,3224.62,1,3224.62,-3.69,-0.11,13.25,0.41,-3.69,-0.11,1004.05,0.10
1404,多头出场,2026-01-06 17:30,VltClsSE,3219.55,1,3228.31,-8.76,-0.27,1.29,0.04,-13.79,-0.43,995.29,0.10
1404,多头进场,2026-01-06 16:00,VltClsLE,3228.31,1,3228.31,-8.76,-0.27,1.29,0.04,-13.79,-0.43,995.29,0.10
1405,空头出场,2026-01-06 18:00,VltClsLE,3228.83,1,3219.55,-9.28,-0.29,1.96,0.06,-9.28,-0.29,986.01,0.10
1405,空头进场,2026-01-06 17:30,VltClsSE,3219.55,1,3219.55,-9.28,-0.29,1.96,0.06,-9.28,-0.29,986.01,0.10
1406,多头出场,2026-01-06 21:00,VltClsSE,3234.09,1,3228.83,5.26,0.16,17.04,0.53,-4.31,-0.13,991.27,0.10
1406,多头进场,2026-01-06 18:00,VltClsLE,3228.83,1,3228.83,5.26,0.16,17.04,0.53,-4.31,-0.13,991.27,0.10
1407,空头出场,2026-01-06 22:00,VltClsLE,3243.19,1,3234.09,-9.1,-0.28,4.09,0.13,-9.1,-0.28,982.17,0.10
1407,空头进场,2026-01-06 21:00,VltClsSE,3234.09,1,3234.09,-9.1,-0.28,4.09,0.13,-9.1,-0.28,982.17,0.10
1408,多头出场,2026-01-06 22:30,VltClsSE,3291.27,1,3243.19,48.08,1.48,65.67,2.02,0,0.00,1030.25,0.10
1408,多头进场,2026-01-06 22:00,VltClsLE,3243.19,1,3243.19,48.08,1.48,65.67,2.02,0,0.00,1030.25,0.10
1409,空头出场,2026-01-07 02:00,VltClsLE,3213.47,1,3291.27,77.8,2.36,108,3.28,-10.72,-0.33,1108.05,0.11
1409,空头进场,2026-01-06 22:30,VltClsSE,3291.27,1,3291.27,77.8,2.36,108,3.28,-10.72,-0.33,1108.05,0.11
1410,多头出场,2026-01-07 05:45,VltClsSE,3278.11,1,3213.47,64.64,2.01,86.88,2.70,0,0.00,1172.69,0.12
1410,多头进场,2026-01-07 02:00,VltClsLE,3213.47,1,3213.47,64.64,2.01,86.88,2.70,0,0.00,1172.69,0.12
1411,空头出场,2026-01-07 07:00,VltClsLE,3287.49,1,3278.11,-9.38,-0.29,12.59,0.38,-12.44,-0.38,1163.31,0.12
1411,空头进场,2026-01-07 05:45,VltClsSE,3278.11,1,3278.11,-9.38,-0.29,12.59,0.38,-12.44,-0.38,1163.31,0.12
1412,多头出场,2026-01-07 08:00,VltClsSE,3289.31,1,3287.49,1.82,0.06,14.11,0.43,-6.31,-0.19,1165.13,0.12
1412,多头进场,2026-01-07 07:00,VltClsLE,3287.49,1,3287.49,1.82,0.06,14.11,0.43,-6.31,-0.19,1165.13,0.12
1413,空头出场,2026-01-07 09:00,VltClsLE,3267.4,1,3289.31,21.91,0.67,33.95,1.03,-0.57,-0.02,1187.04,0.12
1413,空头进场,2026-01-07 08:00,VltClsSE,3289.31,1,3289.31,21.91,0.67,33.95,1.03,-0.57,-0.02,1187.04,0.12
1414,多头出场,2026-01-07 09:15,VltClsSE,3257.58,1,3267.4,-9.82,-0.30,4.94,0.15,-9.82,-0.30,1177.22,0.12
1414,多头进场,2026-01-07 09:00,VltClsLE,3267.4,1,3267.4,-9.82,-0.30,4.94,0.15,-9.82,-0.30,1177.22,0.12
1415,空头出场,2026-01-07 10:30,VltClsLE,3260.19,1,3257.58,-2.61,-0.08,18.14,0.56,-2.61,-0.08,1174.61,0.12
1415,空头进场,2026-01-07 09:15,VltClsSE,3257.58,1,3257.58,-2.61,-0.08,18.14,0.56,-2.61,-0.08,1174.61,0.12
1416,多头出场,2026-01-07 11:30,VltClsSE,3266.41,1,3260.19,6.22,0.19,21.95,0.67,0,0.00,1180.83,0.12
1416,多头进场,2026-01-07 10:30,VltClsLE,3260.19,1,3260.19,6.22,0.19,21.95,0.67,0,0.00,1180.83,0.12
1417,空头出场,2026-01-07 13:30,VltClsLE,3259.35,1,3266.41,7.06,0.22,16.41,0.50,-5.4,-0.17,1187.89,0.12
1417,空头进场,2026-01-07 11:30,VltClsSE,3266.41,1,3266.41,7.06,0.22,16.41,0.50,-5.4,-0.17,1187.89,0.12
1418,多头出场,2026-01-07 13:45,VltClsSE,3250.11,1,3259.35,-9.24,-0.28,3.22,0.10,-9.24,-0.28,1178.65,0.12
1418,多头进场,2026-01-07 13:30,VltClsLE,3259.35,1,3259.35,-9.24,-0.28,3.22,0.10,-9.24,-0.28,1178.65,0.12
1419,空头出场,2026-01-07 15:00,VltClsLE,3256.81,1,3250.11,-6.7,-0.21,3.36,0.10,-9.8,-0.30,1171.95,0.12
1419,空头进场,2026-01-07 13:45,VltClsSE,3250.11,1,3250.11,-6.7,-0.21,3.36,0.10,-9.8,-0.30,1171.95,0.12
1420,多头出场,2026-01-07 16:15,VltClsSE,3253.89,1,3256.81,-2.92,-0.09,6.56,0.20,-3.47,-0.11,1169.03,0.12
1420,多头进场,2026-01-07 15:00,VltClsLE,3256.81,1,3256.81,-2.92,-0.09,6.56,0.20,-3.47,-0.11,1169.03,0.12
1421,空头出场,2026-01-07 16:45,VltClsLE,3259.73,1,3253.89,-5.84,-0.18,0.88,0.03,-7.09,-0.22,1163.19,0.12
1421,空头进场,2026-01-07 16:15,VltClsSE,3253.89,1,3253.89,-5.84,-0.18,0.88,0.03,-7.09,-0.22,1163.19,0.12
1422,多头出场,2026-01-07 17:00,VltClsSE,3248.88,1,3259.73,-10.85,-0.33,1.36,0.04,-10.85,-0.33,1152.34,0.12
1422,多头进场,2026-01-07 16:45,VltClsLE,3259.73,1,3259.73,-10.85,-0.33,1.36,0.04,-10.85,-0.33,1152.34,0.12
1423,空头出场,2026-01-07 21:15,VltClsLE,3210.2,1,3248.88,38.68,1.19,52.65,1.62,0,0.00,1191.02,0.12
1423,空头进场,2026-01-07 17:00,VltClsSE,3248.88,1,3248.88,38.68,1.19,52.65,1.62,0,0.00,1191.02,0.12
1424,多头出场,2026-01-07 22:00,VltClsSE,3202.59,1,3210.2,-7.61,-0.24,18.85,0.59,-7.61,-0.24,1183.41,0.12
1424,多头进场,2026-01-07 21:15,VltClsLE,3210.2,1,3210.2,-7.61,-0.24,18.85,0.59,-7.61,-0.24,1183.41,0.12
1425,空头出场,2026-01-08 01:15,VltClsLE,3167.99,1,3202.59,34.6,1.08,58.22,1.82,-1.37,-0.04,1218.01,0.12
1425,空头进场,2026-01-07 22:00,VltClsSE,3202.59,1,3202.59,34.6,1.08,58.22,1.82,-1.37,-0.04,1218.01,0.12
1426,多头出场,2026-01-08 01:45,VltClsSE,3152.55,1,3167.99,-15.44,-0.49,3.28,0.10,-15.44,-0.49,1202.57,0.12
1426,多头进场,2026-01-08 01:15,VltClsLE,3167.99,1,3167.99,-15.44,-0.49,3.28,0.10,-15.44,-0.49,1202.57,0.12
1427,空头出场,2026-01-08 02:30,VltClsLE,3162.75,1,3152.55,-10.2,-0.32,18.87,0.60,-10.2,-0.32,1192.37,0.12
1427,空头进场,2026-01-08 01:45,VltClsSE,3152.55,1,3152.55,-10.2,-0.32,18.87,0.60,-10.2,-0.32,1192.37,0.12
1428,多头出场,2026-01-08 02:45,VltClsSE,3141.85,1,3162.75,-20.9,-0.66,2.61,0.08,-20.9,-0.66,1171.47,0.12
1428,多头进场,2026-01-08 02:30,VltClsLE,3162.75,1,3162.75,-20.9,-0.66,2.61,0.08,-20.9,-0.66,1171.47,0.12
1429,空头出场,2026-01-08 06:15,VltClsLE,3148.92,1,3141.85,-7.07,-0.23,16.43,0.52,-13.74,-0.44,1164.4,0.12
1429,空头进场,2026-01-08 02:45,VltClsSE,3141.85,1,3141.85,-7.07,-0.23,16.43,0.52,-13.74,-0.44,1164.4,0.12
1430,多头出场,2026-01-08 07:00,VltClsSE,3145.25,1,3148.92,-3.67,-0.12,16.94,0.54,-3.67,-0.12,1160.73,0.12
1430,多头进场,2026-01-08 06:15,VltClsLE,3148.92,1,3148.92,-3.67,-0.12,16.94,0.54,-3.67,-0.12,1160.73,0.12
1431,空头出场,2026-01-08 07:15,VltClsLE,3164.16,1,3145.25,-18.91,-0.60,1.54,0.05,-18.91,-0.60,1141.82,0.11
1431,空头进场,2026-01-08 07:00,VltClsSE,3145.25,1,3145.25,-18.91,-0.60,1.54,0.05,-18.91,-0.60,1141.82,0.11
1432,多头出场,2026-01-08 10:15,VltClsSE,3174.65,1,3164.16,10.49,0.33,20.23,0.64,-8.95,-0.28,1152.31,0.12
1432,多头进场,2026-01-08 07:15,VltClsLE,3164.16,1,3164.16,10.49,0.33,20.23,0.64,-8.95,-0.28,1152.31,0.12
1433,空头出场,2026-01-08 12:15,VltClsLE,3153.36,1,3174.65,21.29,0.67,41.09,1.29,0,0.00,1173.6,0.12
1433,空头进场,2026-01-08 10:15,VltClsSE,3174.65,1,3174.65,21.29,0.67,41.09,1.29,0,0.00,1173.6,0.12
1434,多头出场,2026-01-08 13:30,VltClsSE,3148.09,1,3153.36,-5.27,-0.17,7.88,0.25,-5.27,-0.17,1168.33,0.12
1434,多头进场,2026-01-08 12:15,VltClsLE,3153.36,1,3153.36,-5.27,-0.17,7.88,0.25,-5.27,-0.17,1168.33,0.12
1435,空头出场,2026-01-08 17:00,VltClsLE,3123.66,1,3148.09,24.43,0.78,58.05,1.84,-2.15,-0.07,1192.76,0.12
1435,空头进场,2026-01-08 13:30,VltClsSE,3148.09,1,3148.09,24.43,0.78,58.05,1.84,-2.15,-0.07,1192.76,0.12
1436,多头出场,2026-01-08 17:15,VltClsSE,3112.96,1,3123.66,-10.7,-0.34,0.4,0.01,-10.7,-0.34,1182.06,0.12
1436,多头进场,2026-01-08 17:00,VltClsLE,3123.66,1,3123.66,-10.7,-0.34,0.4,0.01,-10.7,-0.34,1182.06,0.12
1437,空头出场,2026-01-08 18:15,VltClsLE,3117.71,1,3112.96,-4.75,-0.15,16.28,0.52,-5.15,-0.17,1177.31,0.12
1437,空头进场,2026-01-08 17:15,VltClsSE,3112.96,1,3112.96,-4.75,-0.15,16.28,0.52,-5.15,-0.17,1177.31,0.12
1438,多头出场,2026-01-08 19:30,VltClsSE,3114.25,1,3117.71,-3.46,-0.11,15.32,0.49,-3.46,-0.11,1173.85,0.12
1438,多头进场,2026-01-08 18:15,VltClsLE,3117.71,1,3117.71,-3.46,-0.11,15.32,0.49,-3.46,-0.11,1173.85,0.12
1439,空头出场,2026-01-08 22:45,VltClsLE,3073.51,1,3114.25,40.74,1.31,59.6,1.91,-7.24,-0.23,1214.59,0.12
1439,空头进场,2026-01-08 19:30,VltClsSE,3114.25,1,3114.25,40.74,1.31,59.6,1.91,-7.24,-0.23,1214.59,0.12
1440,多头出场,2026-01-09 01:15,VltClsSE,3113.49,1,3073.51,39.98,1.30,55.48,1.81,-6.14,-0.20,1254.57,0.13
1440,多头进场,2026-01-08 22:45,VltClsLE,3073.51,1,3073.51,39.98,1.30,55.48,1.81,-6.14,-0.20,1254.57,0.13
1441,空头出场,2026-01-09 01:45,VltClsLE,3133.55,1,3113.49,-20.06,-0.64,3.15,0.10,-20.06,-0.64,1234.51,0.12
1441,空头进场,2026-01-09 01:15,VltClsSE,3113.49,1,3113.49,-20.06,-0.64,3.15,0.10,-20.06,-0.64,1234.51,0.12
1442,多头出场,2026-01-09 02:00,VltClsSE,3124.88,1,3133.55,-8.67,-0.28,6.45,0.21,-8.67,-0.28,1225.84,0.12
1442,多头进场,2026-01-09 01:45,VltClsLE,3133.55,1,3133.55,-8.67,-0.28,6.45,0.21,-8.67,-0.28,1225.84,0.12
1443,空头出场,2026-01-09 03:30,VltClsLE,3125.42,1,3124.88,-0.54,-0.02,15.87,0.51,-5.23,-0.17,1225.3,0.12
1443,空头进场,2026-01-09 02:00,VltClsSE,3124.88,1,3124.88,-0.54,-0.02,15.87,0.51,-5.23,-0.17,1225.3,0.12
1444,多头出场,2026-01-09 03:45,VltClsSE,3107.34,1,3125.42,-18.08,-0.58,0.73,0.02,-18.08,-0.58,1207.22,0.12
1444,多头进场,2026-01-09 03:30,VltClsLE,3125.42,1,3125.42,-18.08,-0.58,0.73,0.02,-18.08,-0.58,1207.22,0.12
1445,空头出场,2026-01-09 05:30,VltClsLE,3115.53,1,3107.34,-8.19,-0.26,17.95,0.58,-8.19,-0.26,1199.03,0.12
1445,空头进场,2026-01-09 03:45,VltClsSE,3107.34,1,3107.34,-8.19,-0.26,17.95,0.58,-8.19,-0.26,1199.03,0.12
1446,多头出场,2026-01-09 06:30,VltClsSE,3115.31,1,3115.53,-0.22,-0.01,14.85,0.48,-0.22,-0.01,1198.81,0.12
1446,多头进场,2026-01-09 05:30,VltClsLE,3115.53,1,3115.53,-0.22,-0.01,14.85,0.48,-0.22,-0.01,1198.81,0.12
1447,空头出场,2026-01-09 06:45,VltClsLE,3119.05,1,3115.31,-3.74,-0.12,7.56,0.24,-3.74,-0.12,1195.07,0.12
1447,空头进场,2026-01-09 06:30,VltClsSE,3115.31,1,3115.31,-3.74,-0.12,7.56,0.24,-3.74,-0.12,1195.07,0.12
1448,多头出场,2026-01-09 07:30,VltClsSE,3112.52,1,3119.05,-6.53,-0.21,3.19,0.10,-6.53,-0.21,1188.54,0.12
1448,多头进场,2026-01-09 06:45,VltClsLE,3119.05,1,3119.05,-6.53,-0.21,3.19,0.10,-6.53,-0.21,1188.54,0.12
1449,空头出场,2026-01-09 08:00,VltClsLE,3111.77,1,3112.52,0.75,0.02,7.52,0.24,-0.42,-0.01,1189.29,0.12
1449,空头进场,2026-01-09 07:30,VltClsSE,3112.52,1,3112.52,0.75,0.02,7.52,0.24,-0.42,-0.01,1189.29,0.12
1450,多头出场,2026-01-09 08:15,VltClsSE,3106.14,1,3111.77,-5.63,-0.18,2.79,0.09,-5.63,-0.18,1183.66,0.12
1450,多头进场,2026-01-09 08:00,VltClsLE,3111.77,1,3111.77,-5.63,-0.18,2.79,0.09,-5.63,-0.18,1183.66,0.12
1451,空头出场,2026-01-09 08:30,VltClsLE,3110.79,1,3106.14,-4.65,-0.15,1.69,0.05,-4.65,-0.15,1179.01,0.12
1451,空头进场,2026-01-09 08:15,VltClsSE,3106.14,1,3106.14,-4.65,-0.15,1.69,0.05,-4.65,-0.15,1179.01,0.12
1452,多头出场,2026-01-09 09:15,VltClsSE,3109.41,1,3110.79,-1.38,-0.04,6.86,0.22,-1.38,-0.04,1177.63,0.12
1452,多头进场,2026-01-09 08:30,VltClsLE,3110.79,1,3110.79,-1.38,-0.04,6.86,0.22,-1.38,-0.04,1177.63,0.12
1453,空头出场,2026-01-09 10:00,VltClsLE,3125.08,1,3109.41,-15.67,-0.50,28.07,0.90,-39,-1.25,1161.96,0.12
1453,空头进场,2026-01-09 09:15,VltClsSE,3109.41,1,3109.41,-15.67,-0.50,28.07,0.90,-39,-1.25,1161.96,0.12
1454,多头出场,2026-01-09 11:15,VltClsSE,3105.45,1,3125.08,-19.63,-0.63,1.03,0.03,-19.63,-0.63,1142.33,0.11
1454,多头进场,2026-01-09 10:00,VltClsLE,3125.08,1,3125.08,-19.63,-0.63,1.03,0.03,-19.63,-0.63,1142.33,0.11
1455,空头出场,2026-01-09 11:30,VltClsLE,3115.88,1,3105.45,-10.43,-0.34,2.44,0.08,-10.43,-0.34,1131.9,0.11
1455,空头进场,2026-01-09 11:15,VltClsSE,3105.45,1,3105.45,-10.43,-0.34,2.44,0.08,-10.43,-0.34,1131.9,0.11
1456,多头出场,2026-01-09 12:30,VltClsSE,3115.11,1,3115.88,-0.77,-0.02,8.23,0.26,-1.13,-0.04,1131.13,0.11
1456,多头进场,2026-01-09 11:30,VltClsLE,3115.88,1,3115.88,-0.77,-0.02,8.23,0.26,-1.13,-0.04,1131.13,0.11
1457,空头出场,2026-01-09 14:15,VltClsLE,3122.07,1,3115.11,-6.96,-0.22,2.97,0.10,-6.96,-0.22,1124.17,0.11
1457,空头进场,2026-01-09 12:30,VltClsSE,3115.11,1,3115.11,-6.96,-0.22,2.97,0.10,-6.96,-0.22,1124.17,0.11
1458,多头出场,2026-01-09 15:00,VltClsSE,3119.7,1,3122.07,-2.37,-0.08,3.64,0.12,-4.54,-0.15,1121.8,0.11
1458,多头进场,2026-01-09 14:15,VltClsLE,3122.07,1,3122.07,-2.37,-0.08,3.64,0.12,-4.54,-0.15,1121.8,0.11
1459,空头出场,2026-01-09 16:15,VltClsLE,3113.59,1,3119.7,6.11,0.20,17.38,0.56,-0.69,-0.02,1127.91,0.11
1459,空头进场,2026-01-09 15:00,VltClsSE,3119.7,1,3119.7,6.11,0.20,17.38,0.56,-0.69,-0.02,1127.91,0.11
1460,多头出场,2026-01-09 16:30,VltClsSE,3104.27,1,3113.59,-9.32,-0.30,1.78,0.06,-9.32,-0.30,1118.59,0.11
1460,多头进场,2026-01-09 16:15,VltClsLE,3113.59,1,3113.59,-9.32,-0.30,1.78,0.06,-9.32,-0.30,1118.59,0.11
1461,空头出场,2026-01-09 17:00,VltClsLE,3093.97,1,3104.27,10.3,0.33,36.83,1.19,0,0.00,1128.89,0.11
1461,空头进场,2026-01-09 16:30,VltClsSE,3104.27,1,3104.27,10.3,0.33,36.83,1.19,0,0.00,1128.89,0.11
1462,多头出场,2026-01-09 19:30,VltClsSE,3096.56,1,3093.97,2.59,0.08,10.62,0.34,-6.32,-0.20,1131.48,0.11
1462,多头进场,2026-01-09 17:00,VltClsLE,3093.97,1,3093.97,2.59,0.08,10.62,0.34,-6.32,-0.20,1131.48,0.11
1463,空头出场,2026-01-09 20:00,VltClsLE,3095.15,1,3096.56,1.41,0.05,8.07,0.26,-1.68,-0.05,1132.89,0.11
1463,空头进场,2026-01-09 19:30,VltClsSE,3096.56,1,3096.56,1.41,0.05,8.07,0.26,-1.68,-0.05,1132.89,0.11
1464,多头出场,2026-01-09 20:15,VltClsSE,3084.21,1,3095.15,-10.94,-0.35,1.01,0.03,-10.94,-0.35,1121.95,0.11
1464,多头进场,2026-01-09 20:00,VltClsLE,3095.15,1,3095.15,-10.94,-0.35,1.01,0.03,-10.94,-0.35,1121.95,0.11
1465,空头出场,2026-01-09 21:00,VltClsLE,3089.91,1,3084.21,-5.7,-0.18,2.16,0.07,-5.7,-0.18,1116.25,0.11
1465,空头进场,2026-01-09 20:15,VltClsSE,3084.21,1,3084.21,-5.7,-0.18,2.16,0.07,-5.7,-0.18,1116.25,0.11
1466,多头出场,2026-01-09 21:30,VltClsSE,3092.54,1,3089.91,2.63,0.09,21.26,0.69,0,0.00,1118.88,0.11
1466,多头进场,2026-01-09 21:00,VltClsLE,3089.91,1,3089.91,2.63,0.09,21.26,0.69,0,0.00,1118.88,0.11
1467,空头出场,2026-01-09 22:15,VltClsLE,3094.03,1,3092.54,-1.49,-0.05,14.77,0.48,-8.35,-0.27,1117.39,0.11
1467,空头进场,2026-01-09 21:30,VltClsSE,3092.54,1,3092.54,-1.49,-0.05,14.77,0.48,-8.35,-0.27,1117.39,0.11
1468,多头出场,2026-01-09 22:30,VltClsSE,3082.74,1,3094.03,-11.29,-0.36,3.41,0.11,-11.29,-0.36,1106.1,0.11
1468,多头进场,2026-01-09 22:15,VltClsLE,3094.03,1,3094.03,-11.29,-0.36,3.41,0.11,-11.29,-0.36,1106.1,0.11
1469,空头出场,2026-01-09 23:15,VltClsLE,3093.95,1,3082.74,-11.21,-0.36,24.05,0.78,-11.21,-0.36,1094.89,0.11
